LAT,LON,YEAR,MO,DY,Date,dew_point,T2M_MAX,T2M_MIN,WS50M_MIN,WS50M_MAX,avg_temp,relative_humidity,avg_wind_speed
33.95001,151.17001,2018,2,3,03-02-2018,13.2,16.5,14.6,9.5,11.1,15.5,86.4,10.3
33.95001,151.17001,2018,2,4,04-02-2018,13.5,17.5,15.2,6.5,14.7,16.4,84.3,10.6
33.95001,151.17001,2018,2,5,05-02-2018,9.5,15.7,13.2,6.3,18.4,14.4,70.8,12.4
33.95001,151.17001,2018,2,6,06-02-2018,9,15.1,12.5,3.7,13.5,13.8,70.8,8.6
33.95001,151.17001,2018,2,7,07-02-2018,8.8,14.6,13.6,10.5,16.7,14.1,70.2,13.6
33.95001,151.17001,2018,2,8,08-02-2018,6.8,13.5,10.9,1.5,16.4,12.2,70,9
33.95001,151.17001,2018,2,9,09-02-2018,7.7,14.2,10.9,7.4,17.9,12.5,73.9,12.7
33.95001,151.17001,2018,2,10,10-02-2018,5.9,13.4,12.3,0.7,10,12.8,63.5,5.3
33.95001,151.17001,2018,2,11,11-02-2018,11.4,17.3,13.6,6.4,19.2,15.4,75.6,12.8
33.95001,151.17001,2018,2,12,12-02-2018,11.8,17.8,13.1,11.4,19,15.4,77.4,15.2
33.95001,151.17001,2018,2,13,13-02-2018,8.5,14.6,13.2,12.7,19.5,13.9,69.8,16.1
33.95001,151.17001,2018,2,14,14-02-2018,8.3,14.9,12.7,3.8,12.4,13.8,72,8.1
33.95001,151.17001,2018,2,15,15-02-2018,10.8,17.2,15.2,11.2,18,16.2,69.9,14.6
33.95001,151.17001,2018,2,16,16-02-2018,9.2,14.5,11.6,4.5,12.6,13.1,80.4,8.6
33.95001,151.17001,2018,2,17,17-02-2018,10.5,17.4,10,2,21.2,13.7,80.6,11.6
33.95001,151.17001,2018,2,18,18-02-2018,6,14.8,9,16,23.3,11.9,72.7,19.7
33.95001,151.17001,2018,2,19,19-02-2018,6.3,11.8,10.6,9.1,17.2,11.2,71.4,13.2
33.95001,151.17001,2018,2,20,20-02-2018,7.2,12.5,9,0.2,8.8,10.7,76.6,4.5
33.95001,151.17001,2018,2,21,21-02-2018,9.3,13.7,12.7,3.1,9.2,13.2,77.9,6.1
33.95001,151.17001,2018,2,22,22-02-2018,8.9,14.2,11.6,7.2,14.2,12.9,80.2,10.7
33.95001,151.17001,2018,2,23,23-02-2018,11.8,15.9,12.7,7,12.5,14.3,82.4,9.8
33.95001,151.17001,2018,2,24,24-02-2018,8.9,16.1,12.1,1.7,12.7,14.1,70.7,7.2
33.95001,151.17001,2018,2,25,25-02-2018,7.5,14,12.1,1.4,4.4,13.1,68,2.9
33.95001,151.17001,2018,2,26,26-02-2018,10.4,14.4,12.4,1.2,6.5,13.4,81.1,3.8
33.95001,151.17001,2018,2,27,27-02-2018,8.3,13.6,11.5,7.5,17.9,12.5,77.9,12.7
33.95001,151.17001,2018,2,28,28-02-2018,8.4,15.4,12.3,4.6,17.3,13.8,69.5,11
33.95001,151.17001,2018,3,1,01-03-2018,10.7,17.7,12.6,3.7,24.8,15.2,76.7,14.2
33.95001,151.17001,2018,3,2,02-03-2018,12.1,18.2,14.3,11.1,17.1,16.2,72,14.1
33.95001,151.17001,2018,3,3,03-03-2018,6.8,14.6,13.2,2.5,10.4,13.9,62.6,6.5
33.95001,151.17001,2018,3,4,04-03-2018,9.6,15.4,14.4,4.5,6.6,14.9,70,5.6
33.95001,151.17001,2018,3,5,05-03-2018,11.5,16.5,15,4.8,11.5,15.7,76.2,8.2
33.95001,151.17001,2018,3,6,06-03-2018,13.3,17.3,16.2,4.5,12.8,16.8,80.4,8.6
33.95001,151.17001,2018,3,7,07-03-2018,11.7,17.3,13.4,0.4,14.1,15.3,83.8,7.2
33.95001,151.17001,2018,3,8,08-03-2018,13.4,16.7,14.4,12.8,14.6,15.6,85.5,13.7
33.95001,151.17001,2018,3,9,09-03-2018,15,17.2,16.4,9.9,14.4,16.8,88.9,12.2
33.95001,151.17001,2018,3,10,10-03-2018,16.7,17.8,16,8.9,13.6,16.9,96.4,11.2
33.95001,151.17001,2018,3,11,11-03-2018,11.2,15.6,13.2,6.9,10.8,14.4,81.9,8.8
33.95001,151.17001,2018,3,12,12-03-2018,9.5,15.9,13.6,3.5,14.7,14.8,72.1,9.1
33.95001,151.17001,2018,3,13,13-03-2018,8.2,13.6,12.6,3.2,15,13.1,70.9,9.1
33.95001,151.17001,2018,3,14,14-03-2018,8,14.3,12.2,1,5,13.3,70.4,3
33.95001,151.17001,2018,3,15,15-03-2018,10.3,15.1,14.3,4.2,7,14.7,74.6,5.6
33.95001,151.17001,2018,3,16,16-03-2018,13,17.5,15.3,7.4,13.3,16.4,78.4,10.3
33.95001,151.17001,2018,3,17,17-03-2018,12.2,17.4,10.7,10.6,15.4,14.1,90,13
33.95001,151.17001,2018,3,18,18-03-2018,6.6,12.5,10.9,4.5,10.5,11.7,69.9,7.5
33.95001,151.17001,2018,3,19,19-03-2018,9.3,15.9,12.6,3.2,8.9,14.2,71.4,6.1
33.95001,151.17001,2018,3,20,20-03-2018,14.5,17.2,15.9,8,11.3,16.5,86.9,9.6
33.95001,151.17001,2018,3,21,21-03-2018,11.4,17.1,11.9,3.7,15,14.5,89.2,9.3
33.95001,151.17001,2018,3,22,22-03-2018,15.7,18.1,13.6,5.8,14.9,15.9,94.4,10.4
33.95001,151.17001,2018,3,23,23-03-2018,14.9,17.7,16.5,5.7,13.7,17.1,85.2,9.7
33.95001,151.17001,2018,3,24,24-03-2018,11.3,16.2,14,2.4,5.4,15.1,80.1,3.9
33.95001,151.17001,2018,3,25,25-03-2018,11.6,17,14.4,4.6,10.9,15.7,76.9,7.8
33.95001,151.17001,2018,3,26,26-03-2018,9.4,16.2,14,4.1,11.5,15.1,71.2,7.8
33.95001,151.17001,2018,3,27,27-03-2018,10.6,16.2,14.8,2.6,5.5,15.5,71.4,4
33.95001,151.17001,2018,3,28,28-03-2018,10.9,16.2,14.9,0.9,5,15.6,73.4,3
33.95001,151.17001,2018,3,29,29-03-2018,12.4,16.7,15.8,4,7.7,16.2,77.7,5.9
33.95001,151.17001,2018,3,30,30-03-2018,13.9,17,14.5,7.7,11.9,15.8,84.9,9.8
33.95001,151.17001,2018,3,31,31-03-2018,8.5,14.1,11.6,9.7,13,12.8,77.1,11.3
33.95001,151.17001,2018,4,1,01-04-2018,8.7,13.8,12.5,4.9,10.4,13.2,73.3,7.6
33.95001,151.17001,2018,4,2,02-04-2018,8.6,14.5,13.4,1.2,4.8,14,69.3,3
33.95001,151.17001,2018,4,3,03-04-2018,10.6,16.3,14.6,1.7,5.6,15.5,72.6,3.6
33.95001,151.17001,2018,4,4,04-04-2018,9.8,16.3,14.5,0.9,6.3,15.4,70.4,3.6
33.95001,151.17001,2018,4,5,05-04-2018,13,17.5,15.1,5.4,11.1,16.3,80.6,8.3
33.95001,151.17001,2018,4,6,06-04-2018,13.2,17.7,15.3,4.6,10.8,16.5,80.2,7.7
33.95001,151.17001,2018,4,7,07-04-2018,15.5,18.8,17.6,11.6,15.4,18.2,83,13.5
33.95001,151.17001,2018,4,8,08-04-2018,15.4,18.7,16.5,8.4,16,17.6,85.9,12.2
33.95001,151.17001,2018,4,9,09-04-2018,10.7,17,16.2,5.7,9.1,16.6,67.9,7.4
33.95001,151.17001,2018,4,10,10-04-2018,10.8,16.8,13.6,6,13.4,15.2,73.3,9.7
33.95001,151.17001,2018,4,11,11-04-2018,8.6,15.7,13,2.2,8.3,14.3,69.7,5.2
33.95001,151.17001,2018,4,12,12-04-2018,14.1,18.4,15.8,8.6,13.5,17.1,80.5,11
33.95001,151.17001,2018,4,13,13-04-2018,14.5,18.6,14.7,10.3,15.3,16.7,85,12.8
33.95001,151.17001,2018,4,14,14-04-2018,8.9,14.5,13.6,3.8,10.4,14.1,70.9,7.1
33.95001,151.17001,2018,4,15,15-04-2018,14.1,18.6,14.7,6.3,16.6,16.6,82.7,11.4
33.95001,151.17001,2018,4,16,16-04-2018,17.2,19.1,15.6,4.1,17.3,17.3,95.2,10.7
33.95001,151.17001,2018,4,17,17-04-2018,12.7,15.5,15,7.8,9.1,15.3,84.8,8.4
33.95001,151.17001,2018,4,18,18-04-2018,16,19.1,15.3,8.2,14.6,17.2,92.7,11.4
33.95001,151.17001,2018,4,19,19-04-2018,15.2,19,16.2,5.5,14.8,17.6,86.8,10.1
33.95001,151.17001,2018,4,20,20-04-2018,12.5,16.1,15.9,5.9,9,16,79.9,7.4
33.95001,151.17001,2018,4,21,21-04-2018,11.6,17,15.5,5.5,11.4,16.2,74.6,8.4
33.95001,151.17001,2018,4,22,22-04-2018,12.8,18,16.6,2.8,6.1,17.3,75.2,4.5
33.95001,151.17001,2018,4,23,23-04-2018,14.7,18.3,17.6,3.7,5.3,17.9,81,4.5
33.95001,151.17001,2018,4,24,24-04-2018,14.4,18.5,17.5,4.8,8.2,18,79.2,6.5
33.95001,151.17001,2018,4,25,25-04-2018,17,19,18.4,7.3,11.9,18.7,89.7,9.6
33.95001,151.17001,2018,4,26,26-04-2018,18.6,19.6,18.9,10.8,13.2,19.3,96.1,12
33.95001,151.17001,2018,4,27,27-04-2018,18.4,19.6,18.2,2.2,12.9,18.9,97,7.5
33.95001,151.17001,2018,4,28,28-04-2018,16.8,19.5,18.3,5.3,12,18.9,88.2,8.7
33.95001,151.17001,2018,4,29,29-04-2018,12.3,18.1,17.5,3.8,7.9,17.8,70,5.8
33.95001,151.17001,2018,4,30,30-04-2018,15,18.7,17.7,7.6,11.7,18.2,81.1,9.7
33.95001,151.17001,2018,5,1,01-05-2018,18.7,19.6,18.7,7.8,12.1,19.2,96.3,10
33.95001,151.17001,2018,5,2,02-05-2018,17.3,19.4,18.9,5.3,7,19.1,89.4,6.2
33.95001,151.17001,2018,5,3,03-05-2018,17.9,20.8,18.8,5.6,11.1,19.8,89.8,8.4
33.95001,151.17001,2018,5,4,04-05-2018,19.9,20.6,20.1,11,12.3,20.4,97.1,11.6
33.95001,151.17001,2018,5,5,05-05-2018,18.1,20.4,18.5,5.6,13,19.4,91.1,9.3
33.95001,151.17001,2018,5,6,06-05-2018,11,19.7,18.8,1.8,7.5,19.3,58.7,4.7
33.95001,151.17001,2018,5,7,07-05-2018,17.2,20.2,19.1,6.2,8.7,19.6,85.9,7.4
33.95001,151.17001,2018,5,8,08-05-2018,19.6,21,19.8,7.9,14.1,20.4,94.1,11
33.95001,151.17001,2018,5,9,09-05-2018,20.2,20.8,20.4,6.8,10.1,20.6,97.4,8.4
33.95001,151.17001,2018,5,10,10-05-2018,20.1,20.9,20.7,10.2,13.6,20.8,96.2,11.9
33.95001,151.17001,2018,5,11,11-05-2018,14.2,20.7,16.6,2.5,12.7,18.7,79.9,7.6
33.95001,151.17001,2018,5,12,12-05-2018,11.8,17.4,16.6,2.3,3.1,17,70.5,2.7
33.95001,151.17001,2018,5,13,13-05-2018,14,20.4,17.2,0.7,8.5,18.8,74.6,4.6
33.95001,151.17001,2018,5,14,14-05-2018,20.4,21.2,20.5,8.9,11.9,20.8,97.5,10.4
33.95001,151.17001,2018,5,15,15-05-2018,17.5,21.1,18.6,7.3,11,19.9,86,9.2
33.95001,151.17001,2018,5,16,16-05-2018,14.5,18.5,18.3,1.1,7.3,18.4,77.6,4.2
33.95001,151.17001,2018,5,17,17-05-2018,15.8,20.4,18.6,1.8,6.4,19.5,77.6,4.1
33.95001,151.17001,2018,5,18,18-05-2018,17.5,20.3,19.8,5.6,7.5,20,85.7,6.6
33.95001,151.17001,2018,5,19,19-05-2018,19.4,21.6,20.2,8,11.9,20.9,91.3,9.9
33.95001,151.17001,2018,5,20,20-05-2018,17.5,21.7,17.4,9.1,12.7,19.5,87.2,10.9
33.95001,151.17001,2018,5,21,21-05-2018,12.5,17.3,16.6,1.7,9.4,16.9,74.4,5.5
33.95001,151.17001,2018,5,22,22-05-2018,12.5,19,16.6,1.3,8.9,17.8,70.2,5.1
33.95001,151.17001,2018,5,23,23-05-2018,15.6,19.8,18.9,6.9,10.5,19.4,79.3,8.7
33.95001,151.17001,2018,5,24,24-05-2018,18.6,21.7,19.8,5.8,12.5,20.7,89.1,9.1
33.95001,151.17001,2018,5,25,25-05-2018,17.8,21.7,19.4,2.9,11.2,20.5,85.9,7.1
33.95001,151.17001,2018,5,26,26-05-2018,19.6,21.6,19.8,2.5,6.4,20.7,91.6,4.4
33.95001,151.17001,2018,5,27,27-05-2018,18.6,22.5,18.5,6.7,17.6,20.5,90.7,12.2
33.95001,151.17001,2018,5,28,28-05-2018,16,20,19.5,1.3,6.5,19.8,79.3,3.9
33.95001,151.17001,2018,5,29,29-05-2018,17.2,20.5,20.1,1.8,8.3,20.3,82.1,5
33.95001,151.17001,2018,5,30,30-05-2018,17.1,20.4,19.6,7.5,11.7,20,82.9,9.6
33.95001,151.17001,2018,5,31,31-05-2018,19.8,21.5,20,7.9,11.1,20.7,93.7,9.5
33.95001,151.17001,2018,6,1,01-06-2018,20.6,21.8,19.9,3.1,12.5,20.8,96,7.8
33.95001,151.17001,2018,6,2,02-06-2018,18.2,20.3,19.5,3.1,5,19.9,90.2,4.1
33.95001,151.17001,2018,6,3,03-06-2018,20,21.4,20.4,4.9,10,20.9,94.5,7.4
33.95001,151.17001,2018,6,4,04-06-2018,21,22,21.3,6.5,9.3,21.6,96.4,7.9
33.95001,151.17001,2018,6,5,05-06-2018,21.2,21.8,21.4,5.5,7.2,21.6,97.6,6.4
33.95001,151.17001,2018,6,6,06-06-2018,21.6,22.2,21.8,7.1,8.1,22,97.8,7.6
33.95001,151.17001,2018,6,7,07-06-2018,21.4,22.2,21.2,5.6,12.5,21.7,96.8,9
33.95001,151.17001,2018,6,8,08-06-2018,18.1,21.1,20.6,2.3,6.8,20.8,84.2,4.5
33.95001,151.17001,2018,6,9,09-06-2018,19.7,22.6,20.8,3.2,13.6,21.7,88.5,8.4
33.95001,151.17001,2018,6,10,10-06-2018,20.3,22.7,21.3,3.1,13.1,22,90.3,8.1
33.95001,151.17001,2018,6,11,11-06-2018,21.6,23,21.3,6.9,17.3,22.2,95.2,12.1
33.95001,151.17001,2018,6,12,12-06-2018,22.3,24.1,22.5,11.4,24.2,23.3,94.4,17.8
33.95001,151.17001,2018,6,13,13-06-2018,22.4,22.9,22.5,9.5,11.2,22.7,97.7,10.4
33.95001,151.17001,2018,6,14,14-06-2018,18.5,22.6,20.6,5.1,8.7,21.6,83.7,6.9
33.95001,151.17001,2018,6,15,15-06-2018,15.7,20.5,18.6,2.5,5.5,19.6,78,4
33.95001,151.17001,2018,6,16,16-06-2018,16.5,20.1,18.5,2.4,9,19.3,84.4,5.7
33.95001,151.17001,2018,6,17,17-06-2018,16.4,20.9,19.4,3.9,8.9,20.1,78.8,6.4
33.95001,151.17001,2018,6,18,18-06-2018,16.5,21.6,21,3.4,6.1,21.3,74.2,4.7
33.95001,151.17001,2018,6,19,19-06-2018,19.6,23.2,20.9,7.1,18.5,22.1,86.8,12.8
33.95001,151.17001,2018,6,20,20-06-2018,19.7,23.2,21.5,10.7,17.5,22.3,86.6,14.1
33.95001,151.17001,2018,6,21,21-06-2018,21.8,22.6,21.6,10,13.7,22.1,96.8,11.9
33.95001,151.17001,2018,6,22,22-06-2018,22.1,22.7,22.3,7.1,13.5,22.5,97.4,10.3
33.95001,151.17001,2018,6,23,23-06-2018,20.6,22.7,21.6,2.8,8,22.1,92.2,5.4
33.95001,151.17001,2018,6,24,24-06-2018,22.6,23.4,22.8,8.4,13.5,23.1,97.2,10.9
33.95001,151.17001,2018,6,25,25-06-2018,22.8,23.3,22.9,7.3,11.9,23.1,97.7,9.6
33.95001,151.17001,2018,6,26,26-06-2018,18.8,22.9,21.8,2,7.1,22.3,80.2,4.6
33.95001,151.17001,2018,6,27,27-06-2018,19.4,23.4,21.7,2.1,8.8,22.5,81.8,5.4
33.95001,151.17001,2018,6,28,28-06-2018,23.1,24.4,23.4,6.1,9.5,23.9,94.7,7.8
33.95001,151.17001,2018,6,29,29-06-2018,23.4,25,24.3,3.9,6.9,24.6,93.1,5.4
33.95001,151.17001,2018,6,30,30-06-2018,22.5,25.5,25,1.6,4.8,25.3,84.5,3.2
33.95001,151.17001,2018,7,1,01-07-2018,22.7,25.2,24.6,1.4,4,24.9,88.1,2.7
33.95001,151.17001,2018,7,2,02-07-2018,22.7,24.9,24.4,3.5,6.8,24.6,89.1,5.1
33.95001,151.17001,2018,7,3,03-07-2018,22.4,25.5,24.7,5.4,7.2,25.1,85,6.3
33.95001,151.17001,2018,7,4,04-07-2018,22.4,26,25.2,2.7,6.2,25.6,82.7,4.5
33.95001,151.17001,2018,7,5,05-07-2018,22.5,25.9,25.4,5.8,7.4,25.6,82.6,6.6
33.95001,151.17001,2018,7,6,06-07-2018,22.5,26.8,25.9,2.6,7,26.3,79.5,4.8
33.95001,151.17001,2018,7,7,07-07-2018,23,26.3,25.7,4,7.5,26,83.2,5.7
33.95001,151.17001,2018,7,8,08-07-2018,22.2,26,25.4,6.4,7.5,25.7,81.4,7
33.95001,151.17001,2018,7,9,09-07-2018,22.9,26.3,25.9,5.9,7.9,26.1,82.3,6.9
33.95001,151.17001,2018,7,10,10-07-2018,21.9,25.7,24.8,4.5,7.2,25.3,82.7,5.8
33.95001,151.17001,2018,7,11,11-07-2018,21.8,26.1,25.1,1.7,4.8,25.6,78.8,3.3
33.95001,151.17001,2018,7,12,12-07-2018,20.9,26,25.6,0.5,3.3,25.8,74,1.9
33.95001,151.17001,2018,7,13,13-07-2018,22.5,26.5,25.7,2,3.7,26.1,81.1,2.8
33.95001,151.17001,2018,7,14,14-07-2018,23.1,26.8,25.6,1.3,4.8,26.2,82.7,3
33.95001,151.17001,2018,7,15,15-07-2018,23.7,27.1,26.6,3.7,6.1,26.8,82.8,4.9
33.95001,151.17001,2018,7,16,16-07-2018,24.6,27.5,26.8,6.2,7.1,27.2,85.5,6.6
33.95001,151.17001,2018,7,17,17-07-2018,24.1,27.3,27,5.7,7.3,27.2,83,6.5
33.95001,151.17001,2018,7,18,18-07-2018,22.6,27,26.1,2.9,7.4,26.5,77.9,5.2
33.95001,151.17001,2018,7,19,19-07-2018,23.3,26.5,26.1,2.6,4.6,26.3,83.4,3.6
33.95001,151.17001,2018,7,20,20-07-2018,24.2,27.3,26.5,3.9,7.5,26.9,84.5,5.7
33.95001,151.17001,2018,7,21,21-07-2018,24,27.5,27.3,6.3,7.6,27.4,81.4,7
33.95001,151.17001,2018,7,22,22-07-2018,24,27.4,27,6,7.4,27.2,82.4,6.7
33.95001,151.17001,2018,7,23,23-07-2018,24.4,27,26.1,6.9,8.5,26.5,88.6,7.7
33.95001,151.17001,2018,7,24,24-07-2018,23.9,26.6,26.2,4.5,8.2,26.4,85.7,6.3
33.95001,151.17001,2018,7,25,25-07-2018,23,27.1,26.6,1.4,4.6,26.8,79.2,3
33.95001,151.17001,2018,7,26,26-07-2018,22.9,27,26.4,0.6,6.8,26.7,79.3,3.7
33.95001,151.17001,2018,7,27,27-07-2018,24.8,27.6,26.9,7.1,8.8,27.3,85.8,7.9
33.95001,151.17001,2018,7,28,28-07-2018,25,27.6,27.2,8.2,9.8,27.4,87.2,9
33.95001,151.17001,2018,7,29,29-07-2018,24.6,27.6,27.2,4.1,9.1,27.4,84.5,6.6
33.95001,151.17001,2018,7,30,30-07-2018,24.7,27.5,26.9,5.7,7.7,27.2,86.4,6.7
33.95001,151.17001,2018,7,31,31-07-2018,25,27.5,26.6,7.9,14.6,27.1,88.4,11.2
33.95001,151.17001,2018,8,1,01-08-2018,25.6,27.7,27.4,9.2,13.2,27.5,88.9,11.2
33.95001,151.17001,2018,8,2,02-08-2018,24.5,27.3,26.8,5.7,11.3,27,86,8.5
33.95001,151.17001,2018,8,3,03-08-2018,24.1,27.6,26.5,3.4,5.7,27,83.8,4.5
33.95001,151.17001,2018,8,4,04-08-2018,24,27.7,27.5,4.6,7.1,27.6,80.5,5.9
33.95001,151.17001,2018,8,5,05-08-2018,23.6,27.9,27.4,0.6,7.5,27.6,78.5,4.1
33.95001,151.17001,2018,8,6,06-08-2018,25.9,28.5,27.9,3.6,8.3,28.2,87.1,5.9
33.95001,151.17001,2018,8,7,07-08-2018,25.8,28.4,27.8,8.3,12.4,28.1,87.8,10.3
33.95001,151.17001,2018,8,8,08-08-2018,24.9,27.9,27.6,8.8,12.1,27.8,84.2,10.4
33.95001,151.17001,2018,8,9,09-08-2018,24.1,27.6,27.3,6.9,9.1,27.5,81.6,8
33.95001,151.17001,2018,8,10,10-08-2018,24.5,27.7,26.9,6.9,10.5,27.3,84,8.7
33.95001,151.17001,2018,8,11,11-08-2018,24.9,27.7,27.2,9,10.9,27.4,85.7,9.9
33.95001,151.17001,2018,8,12,12-08-2018,24.6,27.5,27,7,9.7,27.3,85.3,8.3
33.95001,151.17001,2018,8,13,13-08-2018,24.3,27.6,26.9,4.3,7.8,27.2,83.1,6
33.95001,151.17001,2018,8,14,14-08-2018,23.6,27.8,26.9,2.1,5.6,27.3,79.4,3.8
33.95001,151.17001,2018,8,15,15-08-2018,23.5,27.3,26.9,0.3,3.8,27.1,80.4,2.1
33.95001,151.17001,2018,8,16,16-08-2018,23.9,27.5,27.1,2.2,7.6,27.3,81.6,4.9
33.95001,151.17001,2018,8,17,17-08-2018,24.6,27.9,27.3,7.6,11.5,27.6,83.6,9.6
33.95001,151.17001,2018,8,18,18-08-2018,23.2,27.9,24.4,3.5,14.8,26.2,82.3,9.1
33.95001,151.17001,2018,8,19,19-08-2018,21,26.3,24.6,3.6,7.7,25.4,75.8,5.6
33.95001,151.17001,2018,8,20,20-08-2018,24.6,27.4,26.4,3.2,7.6,26.9,87.3,5.4
33.95001,151.17001,2018,8,21,21-08-2018,24.4,27.4,27,2.5,4.4,27.2,84.4,3.4
33.95001,151.17001,2018,8,22,22-08-2018,23.8,27.2,26.4,0.4,2.8,26.8,83.6,1.6
33.95001,151.17001,2018,8,23,23-08-2018,23.4,27.9,26.8,0.8,3.5,27.4,78.2,2.2
33.95001,151.17001,2018,8,24,24-08-2018,23.8,27.7,27,2.6,4.9,27.4,81.3,3.7
33.95001,151.17001,2018,8,25,25-08-2018,24.6,27.9,27,2.9,6.5,27.4,85.1,4.7
33.95001,151.17001,2018,8,26,26-08-2018,25.4,28.1,27.9,4,9,28,85.7,6.5
33.95001,151.17001,2018,8,27,27-08-2018,26,28.2,27.9,3,5.9,28,88.5,4.5
33.95001,151.17001,2018,8,28,28-08-2018,24.1,27.8,26.7,3.4,5.1,27.2,83.3,4.2
33.95001,151.17001,2018,8,29,29-08-2018,23.6,28.2,26.6,2,6.3,27.4,79,4.2
33.95001,151.17001,2018,8,30,30-08-2018,23.6,28.5,27.9,5.4,7.1,28.2,75.4,6.3
33.95001,151.17001,2018,8,31,31-08-2018,23.8,28.2,28,4.8,6.7,28.1,76.8,5.7
33.95001,151.17001,2018,9,1,01-09-2018,24.1,28.6,28.1,5.3,7,28.3,77.1,6.1
33.95001,151.17001,2018,9,2,02-09-2018,24.1,28.5,28.1,2.4,6.7,28.3,77.4,4.5
33.95001,151.17001,2018,9,3,03-09-2018,23.9,28.1,26.8,0.5,4.1,27.5,81.1,2.3
33.95001,151.17001,2018,9,4,04-09-2018,24.6,28.3,27.3,4.1,6.7,27.8,82.6,5.4
33.95001,151.17001,2018,9,5,05-09-2018,24.1,28.6,28,0.6,4.8,28.3,78.2,2.7
33.95001,151.17001,2018,9,6,06-09-2018,21.9,29.1,28.7,0.8,2.3,28.9,65.5,1.6
33.95001,151.17001,2018,9,7,07-09-2018,22.3,29.2,28.6,0.3,2.3,28.9,67,1.3
33.95001,151.17001,2018,9,8,08-09-2018,23.3,28.8,28.2,0,5.3,28.5,72.6,2.7
33.95001,151.17001,2018,9,9,09-09-2018,24.6,28.5,28.1,4.8,6.6,28.3,80.4,5.7
33.95001,151.17001,2018,9,10,10-09-2018,24.1,28.5,27.7,3.3,5,28.1,79.1,4.2
33.95001,151.17001,2018,9,11,11-09-2018,24.1,28.1,27.3,3.7,5.5,27.7,80.4,4.6
33.95001,151.17001,2018,9,12,12-09-2018,23.1,27.7,24.5,6.4,12.2,26.1,82.7,9.3
33.95001,151.17001,2018,9,13,13-09-2018,20.2,25.6,24.5,7.6,10,25,74.6,8.8
33.95001,151.17001,2018,9,14,14-09-2018,20.6,26.7,25.6,7.1,8,26.1,70.5,7.5
33.95001,151.17001,2018,9,15,15-09-2018,21.9,26.9,26.1,6.4,11.5,26.5,74.7,8.9
33.95001,151.17001,2018,9,16,16-09-2018,24.4,27.9,26,10.8,13.9,27,84.5,12.4
33.95001,151.17001,2018,9,17,17-09-2018,23.1,27.3,26.4,5.2,12.5,26.9,79.1,8.8
33.95001,151.17001,2018,9,18,18-09-2018,23.4,26.6,26.2,1.5,5.2,26.4,83.1,3.3
33.95001,151.17001,2018,9,19,19-09-2018,22.3,26.2,24.9,3.1,5.8,25.5,83.5,4.5
33.95001,151.17001,2018,9,20,20-09-2018,22,25.5,24.7,0.1,9.8,25.1,83.2,5
33.95001,151.17001,2018,9,21,21-09-2018,20.3,25.8,24.7,5.8,10,25.3,73.8,7.9
33.95001,151.17001,2018,9,22,22-09-2018,23.6,27.7,25.9,6.3,8.2,26.8,81.6,7.3
33.95001,151.17001,2018,9,23,23-09-2018,24.4,28.1,27.2,5.2,7.9,27.6,81.3,6.5
33.95001,151.17001,2018,9,24,24-09-2018,23.2,27,25.9,3.2,4.8,26.4,84,4
33.95001,151.17001,2018,9,25,25-09-2018,22.2,26.1,25.8,3.2,5.3,25.9,79.5,4.2
33.95001,151.17001,2018,9,26,26-09-2018,22.3,26.1,25.8,2.5,8.9,25.9,79.9,5.7
33.95001,151.17001,2018,9,27,27-09-2018,23.9,27.5,25.7,0.2,10.6,26.6,84.7,5.4
33.95001,151.17001,2018,9,28,28-09-2018,23.8,27.7,24.5,8.9,12,26.1,84.3,10.5
33.95001,151.17001,2018,9,29,29-09-2018,18.6,24.5,23.5,6.2,9.5,24,71,7.8
33.95001,151.17001,2018,9,30,30-09-2018,19,25.9,23.5,5,10.1,24.7,70.8,7.5
33.95001,151.17001,2018,10,1,01-10-2018,24.9,27.6,26.1,10.3,14.3,26.8,87,12.3
33.95001,151.17001,2018,10,2,02-10-2018,25.8,27.9,27.2,4.6,11.7,27.6,89.9,8.2
33.95001,151.17001,2018,10,3,03-10-2018,24.4,27.2,26.4,2.7,5.7,26.8,87,4.2
33.95001,151.17001,2018,10,4,04-10-2018,24.6,27.1,25.3,4.1,11.5,26.2,88.8,7.8
33.95001,151.17001,2018,10,5,05-10-2018,20.3,25.1,24.3,7.1,12,24.7,76.8,9.6
33.95001,151.17001,2018,10,6,06-10-2018,18.4,24.6,23.7,1.6,6.7,24.2,70.8,4.1
33.95001,151.17001,2018,10,7,07-10-2018,22.7,27.4,24.7,4.4,11.8,26.1,80,8.1
33.95001,151.17001,2018,10,8,08-10-2018,22.6,27.1,24.7,6,12.5,25.9,81,9.2
33.95001,151.17001,2018,10,9,09-10-2018,19.5,24.6,24.2,1.6,7.3,24.4,73.7,4.5
33.95001,151.17001,2018,10,10,10-10-2018,23.7,27.2,24.6,6.7,7.9,25.9,84.9,7.3
33.95001,151.17001,2018,10,11,11-10-2018,24,27.3,26.9,5.6,7.7,27.1,82.7,6.7
33.95001,151.17001,2018,10,12,12-10-2018,24.4,27.3,26.9,8,10.4,27.1,84.7,9.2
33.95001,151.17001,2018,10,13,13-10-2018,23.5,26.9,25.1,1.2,9.1,26,86.4,5.1
33.95001,151.17001,2018,10,14,14-10-2018,23.5,26.7,25.4,6.1,9.9,26,84.4,8
33.95001,151.17001,2018,10,15,15-10-2018,21.9,26.4,24.3,2.4,7.5,25.4,82.5,5
